time,asset1_depthofdischarge
0,0
1,7.5E-05
10,0.00017
11,0.000265
17,0.00034
31,0.000415
40,0.00051
41,0.000605
47,0.00068
61,0.000755
70,0.00085
71,0.000945
77,0.00102
91,0.001095
100,0.00119
101,0.001285
107,0.00136
121,0.001435
130,0.00153
131,0.001625
137,0.0017
151,0.001775
160,0.00187
161,0.001965
165,0.001985
166,0.002005
181,0.00193
190,0.001875
191,0.00182
195,0.001745
211,0.00167
220,0.001615
221,0.00156
225,0.001485
241,0.00141
250,0.001355
251,0.0013
255,0.001225
271,0.00115
280,0.001095
281,0.00104
285,0.000965000000000001
301,0.000890000000000001
310,0.000835000000000001
311,0.000780000000000001
315,0.000705000000000001
331,0.000630000000000001
340,0.000575000000000001
341,0.000520000000000001
347,0.000445000000000001
361,0.000370000000000001
370,0.000315000000000001
371,0.000260000000000001
377,0.000185000000000001
391,0.000110000000000001
400,5.5000000000001E-05
401,1.02999206386123E-18
407,0
420,0
450,0
480,0
510,0
540,0
570,0
600,0
630,0
660,0
690,0
720,0
750,0
780,0
810,0
840,0
870,0
900,0
930,0
960,0
990,0
1020,0
1050,0
1080,0
1110,0
1140,0
1170,0
1200,0
1230,0
1260,0
1290,0
1320,0
1350,0
1380,0
1410,0
1440,0
1470,0
1500,0
1530,0
1560,0
1590,0
1620,0
1650,0
1680,0
1710,0
1740,0
1770,0
1800,0
1830,0
1860,0
1890,0
1920,0
1950,0
1980,0
2010,0
2040,0
2070,0
2100,0
2130,0
2160,0
2190,0
2220,0
2250,0
2280,0
2310,0
2340,0
2370,0
2400,0
2430,0
2460,0
2490,0
2520,0
2550,0
2580,0
2610,0
2640,0
2670,0
2700,0
2730,0
2760,0
2790,0
2820,0
2850,0
2880,0
2910,0
2940,0
2970,0
3000,0
3030,0
3060,0
3090,0
3120,0
3150,0
3180,0
3210,0
3240,0
3270,0
3300,0
3330,0
3360,0
3390,0
3420,0
3450,0
3480,0
3510,0
3540,0
4020,0
4120,0.000526666666666667
4121,0.00105333333333333
4141,0.001485
4150,0.00201166666666667
4151,0.00253833333333334
4157,0.003045
4171,0.00355166666666667
4180,0.00349666666666667
4181,0.00344166666666667
4187,0.00336666666666667
4201,0.00329166666666667
4210,0.00323666666666667
4211,0.00318166666666667
4217,0.00310666666666667
4231,0.00303166666666667
4240,0.00297666666666667
4241,0.00292166666666667
4247,0.00284666666666667
4261,0.00277166666666667
4270,0.00271666666666667
4271,0.00266166666666667
4277,0.00258666666666667
4291,0.00251166666666667
4300,0.00245666666666667
4301,0.00240166666666667
4307,0.00232666666666667
4321,0.00225166666666667
4330,0.00219666666666667
4331,0.00214166666666667
4337,0.00206666666666667
4351,0.00199166666666667
4360,0.00193666666666667
4361,0.00188166666666667
4365,0.00180666666666667
4385,0.00188166666666667
4386,0.00195666666666667
4390,0.00205166666666667
4391,0.00214666666666667
4395,0.00222166666666667
4411,0.00229666666666667
4420,0.00239166666666667
4421,0.00248666666666667
4427,0.00256166666666667
4441,0.00263666666666667
4450,0.00273166666666667
4451,0.00282666666666667
4457,0.00290166666666667
4471,0.00297666666666667
4480,0.00307166666666667
4481,0.00316666666666667
4485,0.00324166666666667
4501,0.00331666666666667
4510,0.00341166666666667
4511,0.00350666666666667
4517,0.00358166666666667
4531,0.00365666666666667
4540,0.00375166666666667
4541,0.00384666666666667
4547,0.00392166666666667
4561,0.00399666666666667
4570,0.00409166666666667
4571,0.00418666666666667
4577,0.00426166666666667
4591,0.00433666666666667
4600,0.00443166666666667
4601,0.00452666666666667
4607,0.00460166666666667
4621,0.00467666666666667
4630,0.00477166666666667
4631,0.00486666666666667
4637,0.00494166666666667
4651,0.00501666666666667
4660,0.00511166666666667
4661,0.00520666666666667
4667,0.00528166666666667
4681,0.00535666666666667
4690,0.00545166666666667
4691,0.00554666666666667
4695,0.00562166666666667
4711,0.00569666666666667
4720,0.00579166666666667
4721,0.00588666666666667
4725,0.00596166666666667
4741,0.00603666666666667
4750,0.00613166666666667
4751,0.00622666666666667
4755,0.00630166666666667
4771,0.00637666666666667
4780,0.00647166666666667
4781,0.00656666666666667
4787,0.00664166666666667
4801,0.00671666666666667
4810,0.00681166666666667
4811,0.00690666666666667
4817,0.00698166666666667
4831,0.00705666666666667
4840,0.00715166666666667
4841,0.00724666666666667
4847,0.00732166666666667
4861,0.00739666666666667
4870,0.00749166666666667
4871,0.00758666666666667
4877,0.00766166666666667
4891,0.00773666666666667
4900,0.00783166666666667
4901,0.00792666666666667
4907,0.00800166666666667
4921,0.00807666666666667
4930,0.00817166666666667
4931,0.00826666666666667
4937,0.00834166666666667
4951,0.00841666666666667
4960,0.00851166666666667
4961,0.00860666666666667
4967,0.00868166666666667
4981,0.00875666666666667
4990,0.00885166666666667
4991,0.00894666666666667
4997,0.00902166666666667
5011,0.00909666666666667
5020,0.00919166666666667
5021,0.00928666666666667
5027,0.00936166666666667
5041,0.00943666666666667
5050,0.00953166666666667
5051,0.00962666666666667
5057,0.00970166666666667
5071,0.00977666666666667
5080,0.00987166666666667
5081,0.00996666666666667
5087,0.0100416666666667
5101,0.0101166666666667
5110,0.0102116666666667
5111,0.0103066666666667
5117,0.0103816666666667
5131,0.0104566666666667
5140,0.0105516666666667
5141,0.0106466666666667
5147,0.0107216666666667
5161,0.0107966666666667
5170,0.0108916666666667
5171,0.0109866666666667
5177,0.0110616666666667
5191,0.0111366666666667
5200,0.0112316666666667
5201,0.0113266666666667
5207,0.0114016666666667
5221,0.0114766666666667
5230,0.0115716666666667
5231,0.0116666666666667
5237,0.0117416666666667
5251,0.0118166666666667
5260,0.0119116666666667
5261,0.0120066666666667
5267,0.0120816666666667
5281,0.0121566666666667
5290,0.0122516666666667
5291,0.0123466666666667
5297,0.0124216666666667
5311,0.0124966666666667
5320,0.0125916666666667
5321,0.0126866666666667
5327,0.0127616666666667
5341,0.0128366666666667
5350,0.0129316666666667
5351,0.0130266666666667
5357,0.0131016666666667
5371,0.0131766666666667
5380,0.0132716666666667
5381,0.0133666666666667
5387,0.0134416666666667
5401,0.0135166666666667
5410,0.0136116666666667
5411,0.0137066666666667
5417,0.0137816666666667
5431,0.0138566666666667
5440,0.0139516666666667
5441,0.0140466666666667
5447,0.0141216666666667
5461,0.0141966666666667
5470,0.0142916666666667
5471,0.0143866666666667
5477,0.0144616666666667
5491,0.0145366666666667
5500,0.0146316666666667
5501,0.0147266666666667
5507,0.0148016666666667
5521,0.0148766666666667
5530,0.0149716666666667
5531,0.0150666666666667
5537,0.0151416666666667
5551,0.0152166666666667
5560,0.0153116666666667
5561,0.0154066666666667
5567,0.0154816666666667
5581,0.0155566666666667
5590,0.0156516666666667
5591,0.0157466666666667
5597,0.0158216666666667
5611,0.0158966666666667
5620,0.0159916666666667
5621,0.0160866666666667
5627,0.0161616666666667
5641,0.0162366666666667
5650,0.0163316666666667
5651,0.0164266666666667
5657,0.0165016666666667
5671,0.0165766666666667
5680,0.0166716666666667
5681,0.0167666666666667
5685,0.0168416666666667
5701,0.0169166666666667
5710,0.0170116666666667
5711,0.0171066666666667
5715,0.0171816666666667
5731,0.0172566666666667
5740,0.0173516666666667
5741,0.0174466666666667
5745,0.0175216666666667
5761,0.0175966666666667
5770,0.0176916666666667
5771,0.0177866666666667
5775,0.0178616666666667
5791,0.0179366666666667
5800,0.0180316666666667
5801,0.0181266666666667
5805,0.0182016666666667
5821,0.0182766666666667
5830,0.0183716666666667
5831,0.0184666666666667
5835,0.0185416666666667
5851,0.0186166666666667
5860,0.0187116666666667
5861,0.0188066666666667
5867,0.0188816666666667
5881,0.0189566666666667
5890,0.0190516666666667
5891,0.0191466666666667
5897,0.0192216666666667
5911,0.0192966666666667
5920,0.0193916666666667
5921,0.0194866666666667
5927,0.0195616666666667
5941,0.0196366666666667
5950,0.0197316666666667
5951,0.0198266666666667
5957,0.0199016666666667
5958,0.0199666666666667
6000,0.0199666666666667
